,Name,Description,geometry
84,kml_85,Attributes LIC_NAME COLD STORAGE SINGAPORE (1983) PTE LTD  BLK_HOUSE 829  STR_NAME TAMPINES STREET 81  UNIT_NO 284/8  POSTCODE 520829  LIC_NO S02038E000  INC_CRC 91161828AF70D176  FMEL_UPD_D 20171129183654 ,POINT Z (103.934912522809 1.34922418771454 0)
85,kml_86,Attributes LIC_NAME COLD STORAGE SINGAPORE (1983) PTE LTD  BLK_HOUSE 1  STR_NAME WOODLANDS SQUARE  UNIT_NO 31/32  POSTCODE 738099  LIC_NO NW11384E000  INC_CRC 2B67CDF8281E5570  FMEL_UPD_D 20171129183654 ,POINT Z (103.785688733844 1.43600783793646 0)
86,kml_87,Attributes LIC_NAME COLD STORAGE SINGAPORE (1983) PTE LTD  BLK_HOUSE 548  STR_NAME WOODLANDS DRIVE 44  UNIT_NO 37/38  POSTCODE 730548  LIC_NO B02035A000  INC_CRC 60AC85121B68CA94  FMEL_UPD_D 20171129183654 ,POINT Z (103.793416332651 1.43084006633623 0)
87,kml_88,Attributes LIC_NAME LIN POH LING  BLK_HOUSE 212  STR_NAME LORONG 8 TOA PAYOH  UNIT_NO 43/45  POSTCODE 310212  LIC_NO SE06616X000  INC_CRC 76E66AB46212193A  FMEL_UPD_D 20171129183654 ,POINT Z (103.854334496723 1.34064293307986 0)
88,kml_89,Attributes LIC_NAME COLD STORAGE SINGAPORE (1983) PTE LTD  BLK_HOUSE 23  STR_NAME SERANGOON CENTRAL  UNIT_NO 44/45  POSTCODE 556083  LIC_NO SE10579K000  INC_CRC 9C08ADA027E53A95  FMEL_UPD_D 20171129183654 ,POINT Z (103.871861623795 1.35067551423916 0)
89,kml_90,Attributes LIC_NAME COLD STORAGE SINGAPORE (1983) PTE LTD  BLK_HOUSE 230  STR_NAME VICTORIA STREET  UNIT_NO 16  POSTCODE 188024  LIC_NO W02075K000  INC_CRC DF55DA57EF4B2A65  FMEL_UPD_D 20171129183653 ,POINT Z (103.855786976518 1.30014248326866 0)
90,kml_91,Attributes LIC_NAME NAWAS GLOBAL PTE. LTD.  BLK_HOUSE 3  STR_NAME TUAS SOUTH STREET 12  UNIT_NO 16  POSTCODE 636947  LIC_NO SW16224E000  INC_CRC 6F98C1177D0D74D7  FMEL_UPD_D 20171129183653 ,POINT Z (103.633512282372 1.27164226263376 0)
91,kml_92,Attributes LIC_NAME SADIA MINIMART PTE LTD  BLK_HOUSE 11  STR_NAME MANDAI ESTATE  UNIT_NO 16  POSTCODE 729908  LIC_NO NW15751L000  INC_CRC 750AE5291894E1D8  FMEL_UPD_D 20171129183653 ,POINT Z (103.759406170784 1.40852996570468 0)
92,kml_93,Attributes LIC_NAME MEIDI-YA SINGAPORE CO (PTE) LTD  BLK_HOUSE 177  STR_NAME RIVER VALLEY ROAD  UNIT_NO 17  POSTCODE 179030  LIC_NO W02094C000  INC_CRC 444173284C175C3F  FMEL_UPD_D 20171129183653 ,POINT Z (103.844586298874 1.29151478613339 0)
93,kml_94,Attributes LIC_NAME IROHA INTERNATIONAL PTE. LTD.  BLK_HOUSE 68  STR_NAME ORCHARD ROAD  UNIT_NO 17  POSTCODE 238839  LIC_NO CE16I13V000  INC_CRC 79227FDE25FAC522  FMEL_UPD_D 20171129183653 ,POINT Z (103.845047628503 1.30074756196423 0)
94,kml_95,Attributes LIC_NAME COLD STORAGE SINGAPORE (1983) PTE LTD  BLK_HOUSE 81  STR_NAME CLEMENCEAU AVENUE  UNIT_NO 18  POSTCODE 239917  LIC_NO W02096A000  INC_CRC EA11CC1357BF0A8E  FMEL_UPD_D 20171129183653 ,POINT Z (103.842561031003 1.29225958853816 0)
95,kml_96,Attributes LIC_NAME LITTLE FARMS PTE. LTD.  BLK_HOUSE 491  STR_NAME RIVER VALLEY ROAD  UNIT_NO 20  POSTCODE 248371  LIC_NO CE05380X000  INC_CRC ABBD171C72E40590  FMEL_UPD_D 20171129183653 ,POINT Z (103.826940812301 1.29301786111443 0)
96,kml_97,Attributes LIC_NAME SHENG SIONG SUPERMARKET PTE LTD  BLK_HOUSE 61  STR_NAME TEBAN GARDENS ROAD  UNIT_NO 21  POSTCODE 600061  LIC_NO C02080E000  INC_CRC 1CABEB87703EAA76  FMEL_UPD_D 20171129183653 ,POINT Z (103.738292804658 1.32213636288701 0)
97,kml_98,Attributes LIC_NAME PHAN NEE INVESTMENTS (S) PTE LTD  BLK_HOUSE 500  STR_NAME OLD CHOA CHU KANG ROAD  UNIT_NO 21  POSTCODE 698924  LIC_NO SW16E98J000  INC_CRC 748227E4D6EA7F36  FMEL_UPD_D 20171129183653 ,POINT Z (103.718403752899 1.37761083897742 0)
98,kml_99,Attributes LIC_NAME COLD STORAGE SINGAPORE (1983) PTE LTD  BLK_HOUSE 430  STR_NAME UPPER CHANGI ROAD  UNIT_NO 47  POSTCODE 487048  LIC_NO SE14377P000  INC_CRC 4FA16B3D7A26B199  FMEL_UPD_D 20171129183653 ,POINT Z (103.946201244496 1.33177581668164 0)
99,kml_100,Attributes LIC_NAME RAW MARKET PTE. LTD.  BLK_HOUSE 11  STR_NAME PASIR RIS LINK  UNIT_NO 48  POSTCODE 518180  LIC_NO NE15760A000  INC_CRC 24BE17B4638FC989  FMEL_UPD_D 20171129183653 ,POINT Z (103.960839727952 1.37558830763911 0)
100,kml_101,Attributes LIC_NAME THE BUTCHER (SINGAPORE) PTE. LTD.  BLK_HOUSE 44  STR_NAME JALAN MERAH SAGA  UNIT_NO 50  POSTCODE 278116  LIC_NO B03074A000  INC_CRC BD1045305A91116B  FMEL_UPD_D 20171129183653 ,POINT Z (103.796844046992 1.3119219563809 0)
101,kml_102,Attributes LIC_NAME HAO MART PTE. LTD.  BLK_HOUSE 239  STR_NAME YISHUN RING ROAD  UNIT_NO 1150  POSTCODE 760239  LIC_NO B85098V000  INC_CRC 3280E632A64A7C13  FMEL_UPD_D 20180711174048 ,POINT Z (103.839685380422 1.43359514246154 0)
102,kml_103,Attributes LIC_NAME SEOUL BUTCHERY PTE. LTD.  BLK_HOUSE 13  STR_NAME YUK TONG AVENUE  UNIT_NO   POSTCODE 596318  LIC_NO SW18715E000  INC_CRC 543410C59C75B3F4  FMEL_UPD_D 20180711174048 ,POINT Z (103.774632799754 1.34207496300068 0)
103,kml_104,Attributes LIC_NAME V SURESH KUMAR  BLK_HOUSE 51  STR_NAME ADMIRALTY ROAD WEST - LODGE 1  UNIT_NO   POSTCODE 757443  LIC_NO NW12H40C000  INC_CRC A943479A145BB3F9  FMEL_UPD_D 20180711174048 ,POINT Z (103.820073449022 1.45982817398421 0)
104,kml_105,Attributes LIC_NAME COLD STORAGE SINGAPORE (1983) PTE LTD  BLK_HOUSE 200  STR_NAME TURF CLUB ROAD  UNIT_NO   POSTCODE 287994  LIC_NO W02140C000  INC_CRC F5D07D3E3FBEC23E  FMEL_UPD_D 20180711174048 ,POINT Z (103.793133813234 1.33899462247146 0)
105,kml_106,Attributes LIC_NAME HAO MART PTE. LTD.  BLK_HOUSE 448/450  STR_NAME GEYLANG ROAD  UNIT_NO   POSTCODE 389407  LIC_NO SE18184V000  INC_CRC E55DB2F74B8E0811  FMEL_UPD_D 20180711174048 ,POINT Z (103.883646674404 1.31317509715873 0)
106,kml_107,Attributes LIC_NAME COLD STORAGE SINGAPORE (1983) PTE LTD  BLK_HOUSE 290  STR_NAME ORCHARD ROAD  UNIT_NO 14/15  POSTCODE 238859  LIC_NO W02070V000  INC_CRC 8DB4EB06E8BA7AD1  FMEL_UPD_D 20171129183654 ,POINT Z (103.835240311923 1.30372322367268 0)
107,kml_108,Attributes LIC_NAME COLD STORAGE SINGAPORE (1983) PTE LTD  BLK_HOUSE 5  STR_NAME STRAITS VIEW  UNIT_NO 15/16  POSTCODE 18935  LIC_NO CE17J36N000  INC_CRC 991B4FCD2D19C3BB  FMEL_UPD_D 20171129183654 ,POINT Z (103.852844804264 1.27737236043423 0)
108,kml_109,Attributes LIC_NAME COLD STORAGE SINGAPORE (1983) PTE LTD  BLK_HOUSE 68  STR_NAME ORCHARD ROAD  UNIT_NO 15/16  POSTCODE 238839  LIC_NO W02088A000  INC_CRC 79227FDEDF316E6A  FMEL_UPD_D 20171129183654 ,POINT Z (103.845047628503 1.30074756196423 0)
109,kml_110,Attributes LIC_NAME COLD STORAGE SINGAPORE (1983) PTE LTD  BLK_HOUSE 1  STR_NAME KIM SENG PROMENADE  UNIT_NO 18/19  POSTCODE 237994  LIC_NO W02068J000  INC_CRC 4E6DAE686794402B  FMEL_UPD_D 20171129183654 ,POINT Z (103.831757911005 1.29380236091495 0)
110,kml_111,Attributes LIC_NAME POPULAR SUPERMARKET PTE LTD  BLK_HOUSE 12  STR_NAME TUAS SOUTH STREET 13  UNIT_NO 18/19  POSTCODE 636937  LIC_NO SW16942C000  INC_CRC D3420F308AFB7FBE  FMEL_UPD_D 20171129183654 ,POINT Z (103.634163915466 1.27030978388319 0)
111,kml_112,Attributes LIC_NAME SADIA SUPERMARKET & TRADING (S) PTE. LTD.  BLK_HOUSE 12  STR_NAME TUAS SOUTH STREET 13  UNIT_NO 20/21  POSTCODE 636937  LIC_NO SW16901A000  INC_CRC D3420F303C9A8A34  FMEL_UPD_D 20171129183654 ,POINT Z (103.634163915466 1.27030978388319 0)
112,kml_113,Attributes LIC_NAME COLD STORAGE SINGAPORE (1983) PTE LTD  BLK_HOUSE 31  STR_NAME OCEAN WAY  UNIT_NO 26/27  POSTCODE 98375  LIC_NO SW12N25V000  INC_CRC 645F098FE4381FAE  FMEL_UPD_D 20171129183654 ,POINT Z (103.841921096861 1.24775861864545 0)
113,kml_114,Attributes LIC_NAME COLD STORAGE SINGAPORE (1983) PTE LTD  BLK_HOUSE 383  STR_NAME BUKIT TIMAH ROAD  UNIT_NO 09A  POSTCODE 259727  LIC_NO CE10B87J000  INC_CRC 1E3FB9185A1D6307  FMEL_UPD_D 20171129183654 ,POINT Z (103.82734585139 1.31943617521461 0)
114,kml_115,Attributes LIC_NAME COLD STORAGE SINGAPORE (1983) PTE LTD  BLK_HOUSE 524A  STR_NAME JELAPANG ROAD  UNIT_NO 13/18  POSTCODE 671524  LIC_NO B02011P000  INC_CRC B0E158DA328C5436  FMEL_UPD_D 20171129183654 ,POINT Z (103.766170532015 1.38529556248789 0)
115,kml_116,Attributes LIC_NAME COLD STORAGE SINGAPORE (1983) PTE LTD  BLK_HOUSE 512  STR_NAME BISHAN STREET 13  UNIT_NO 524  POSTCODE 570512  LIC_NO CE09512V000  INC_CRC EF649DA0A8311BEA  FMEL_UPD_D 20171129183653 ,POINT Z (103.849881701299 1.34962234403109 0)
116,kml_117,Attributes LIC_NAME NTUC FAIRPRICE CO-OPERATIVE LTD  BLK_HOUSE 192  STR_NAME LORONG 4 TOA PAYOH  UNIT_NO 672  POSTCODE 310192  LIC_NO S02051L000  INC_CRC BA393865D9429B41  FMEL_UPD_D 20190124162920 ,POINT Z (103.850483008706 1.33166183429417 0)
117,kml_118,Attributes LIC_NAME NTUC FAIRPRICE CO-OPERATIVE LTD  BLK_HOUSE 475  STR_NAME TAMPINES STREET 44  UNIT_NO 145  POSTCODE 520475  LIC_NO S02052K000  INC_CRC 9018E3DE81D128D1  FMEL_UPD_D 20190124162920 ,POINT Z (103.953125974103 1.36032331726566 0)
118,kml_119,Attributes LIC_NAME NTUC FAIRPRICE CO-OPERATIVE LTD  BLK_HOUSE 107  STR_NAME TAMPINES STREET 11  UNIT_NO 353/9  POSTCODE 521107  LIC_NO S02053J000  INC_CRC 26741892D38D0A04  FMEL_UPD_D 20190124162920 ,POINT Z (103.948128932393 1.34837104824236 0)
119,kml_120,Attributes LIC_NAME NTUC FAIRPRICE CO-OPERATIVE LTD  BLK_HOUSE 11  STR_NAME RIVERVALE CRESCENT  UNIT_NO 1  POSTCODE 545082  LIC_NO S02054E000  INC_CRC 67F93295E5A48722  FMEL_UPD_D 20190124162920 ,POINT Z (103.90447160757 1.39219777362583 0)
120,kml_121,Attributes LIC_NAME NTUC FAIRPRICE CO-OPERATIVE LTD  BLK_HOUSE 118  STR_NAME RIVERVALE DRIVE  UNIT_NO 8  POSTCODE 540118  LIC_NO S02055C000  INC_CRC 79B5F430300EF1B5  FMEL_UPD_D 20190124162920 ,POINT Z (103.901558027563 1.38493201671183 0)
121,kml_122,Attributes LIC_NAME NTUC FAIRPRICE CO-OPERATIVE LTD  BLK_HOUSE 301  STR_NAME UPPER THOMSON ROAD  UNIT_NO 25  POSTCODE 574408  LIC_NO S02056B000  INC_CRC 1A6B6A0A96F41CFD  FMEL_UPD_D 20190124162920 ,POINT Z (103.830919788426 1.35466901882051 0)
122,kml_123,Attributes LIC_NAME NTUC FAIRPRICE CO-OPERATIVE LTD  BLK_HOUSE 500  STR_NAME LORONG 6 TOA PAYOH  UNIT_NO   POSTCODE 310500  LIC_NO S02103A000  INC_CRC A5C9705C273748FD  FMEL_UPD_D 20190124162920 ,POINT Z (103.847050353797 1.33296549379038 0)
123,kml_124,Attributes LIC_NAME NTUC FAIRPRICE CO-OPERATIVE LTD  BLK_HOUSE 110  STR_NAME LENGKONG TIGA  UNIT_NO 233/5  POSTCODE 410110  LIC_NO S91085V000  INC_CRC 700C0F2E35957CEA  FMEL_UPD_D 20190124162920 ,POINT Z (103.910689656957 1.32397688357175 0)
124,kml_125,Attributes LIC_NAME NTUC FAIRPRICE CO-OPERATIVE LTD  BLK_HOUSE 279  STR_NAME BISHAN STREET 24  UNIT_NO 62/64  POSTCODE 570279  LIC_NO S94081C000  INC_CRC BA6EA24E581F55D2  FMEL_UPD_D 20190124162920 ,POINT Z (103.843785259758 1.35722282377111 0)
125,kml_126,Attributes LIC_NAME NTUC FAIRPRICE CO-OPERATIVE LTD  BLK_HOUSE 734  STR_NAME PASIR RIS STREET 72  UNIT_NO 37  POSTCODE 510734  LIC_NO S98084K000  INC_CRC B2A48B8DDF299D93  FMEL_UPD_D 20190124162920 ,POINT Z (103.936207570696 1.37976753619581 0)
126,kml_127,Attributes LIC_NAME NTUC FAIRPRICE CO-OPERATIVE LTD  BLK_HOUSE 2  STR_NAME JOO CHIAT ROAD  UNIT_NO 1139  POSTCODE 420002  LIC_NO SE04012L000  INC_CRC A54DA254F5F99AFB  FMEL_UPD_D 20190124162920 ,POINT Z (103.898764898642 1.31553964712804 0)
127,kml_128,Attributes LIC_NAME NTUC FAIRPRICE CO-OPERATIVE LTD  BLK_HOUSE 41  STR_NAME JALAN TIGA  UNIT_NO 5  POSTCODE 390041  LIC_NO SE04130B000  INC_CRC 93EC66CC6F37312F  FMEL_UPD_D 20190124162920 ,POINT Z (103.884763855717 1.30782737247273 0)
128,kml_129,Attributes LIC_NAME NTUC FAIRPRICE CO-OPERATIVE LTD  BLK_HOUSE 65  STR_NAME AIRPORT BOULEVARD  UNIT_NO 10  POSTCODE 819663  LIC_NO SE07559P000  INC_CRC B00E2FE630585015  FMEL_UPD_D 20190124162920 ,POINT Z (103.985169647877 1.35437073798267 0)
129,kml_130,Attributes LIC_NAME NTUC FAIRPRICE CO-OPERATIVE LTD  BLK_HOUSE 5  STR_NAME EUNOS CRESCENT  UNIT_NO 2619  POSTCODE 400005  LIC_NO SE09706N000  INC_CRC B7F681A9F638088F  FMEL_UPD_D 20190124162920 ,POINT Z (103.903266275569 1.32118979604503 0)
130,kml_131,Attributes LIC_NAME NTUC FAIRPRICE CO-OPERATIVE LTD  BLK_HOUSE 23  STR_NAME SERANGOON CENTRAL  UNIT_NO 42  POSTCODE 556083  LIC_NO SE10564B000  INC_CRC 9C08ADA0824D1D7A  FMEL_UPD_D 20190124162920 ,POINT Z (103.871861623795 1.35067551423916 0)
131,kml_132,Attributes LIC_NAME NTUC FAIRPRICE CO-OPERATIVE LTD  BLK_HOUSE 89  STR_NAME BEDOK NORTH STREET 4  UNIT_NO 77/79  POSTCODE 460089  LIC_NO SE11071C000  INC_CRC 47C2F906FB4A8869  FMEL_UPD_D 20190124162920 ,POINT Z (103.938051292004 1.33233467983413 0)
132,kml_133,Attributes LIC_NAME NTUC FAIRPRICE CO-OPERATIVE LTD  BLK_HOUSE 612-620  STR_NAME GEYLANG ROAD  UNIT_NO   POSTCODE 389551  LIC_NO SE11577E000  INC_CRC D12B7744F9A097B3  FMEL_UPD_D 20190124162920 ,POINT Z (103.888544913634 1.31414996835354 0)
133,kml_134,Attributes LIC_NAME NTUC FAIRPRICE CO-OPERATIVE LTD  BLK_HOUSE 5  STR_NAME CHANGI BUSINESS PARK CENTRAL 1  UNIT_NO 8/11  POSTCODE 486038  LIC_NO SE11947P000  INC_CRC 5B8B133D441E3A0A  FMEL_UPD_D 20190124162920 ,POINT Z (103.962389306789 1.3343251542009 0)
134,kml_135,Attributes LIC_NAME NTUC FAIRPRICE CO-OPERATIVE LTD  BLK_HOUSE 8  STR_NAME CHANGI BUSINESS PARK AVENUE 1  UNIT_NO   POSTCODE 486018  LIC_NO SE12G19X000  INC_CRC 173987F2420DE201  FMEL_UPD_D 20190124162920 ,POINT Z (103.963653907777 1.33491977399192 0)
135,kml_136,Attributes LIC_NAME NTUC FAIRPRICE CO-OPERATIVE LTD  BLK_HOUSE 311  STR_NAME NEW UPPER CHANGI ROAD  UNIT_NO 60  POSTCODE 467360  LIC_NO SE13135L000  INC_CRC BA23392A3AA4C5D9  FMEL_UPD_D 20190124162920 ,POINT Z (103.929267657363 1.32477207902253 0)
136,kml_137,Attributes LIC_NAME NTUC FAIRPRICE CO-OPERATIVE LTD  BLK_HOUSE 57  STR_NAME NEW UPPER CHANGI ROAD  UNIT_NO 1334  POSTCODE 461057  LIC_NO SE13S71X000  INC_CRC BF75AB36E33F82E0  FMEL_UPD_D 20190124162920 ,POINT Z (103.9415687075 1.32424554991112 0)
137,kml_138,Attributes LIC_NAME NTUC FAIRPRICE CO-OPERATIVE LTD  BLK_HOUSE 60  STR_NAME AIRPORT BOULEVARD  UNIT_NO 29  POSTCODE 819643  LIC_NO SE13U39E000  INC_CRC C0ECA33ED08ABFAE  FMEL_UPD_D 20190124162920 ,POINT Z (103.988750977656 1.3551909440899 0)
138,kml_139,Attributes LIC_NAME NTUC FAIRPRICE CO-OPERATIVE LTD  BLK_HOUSE 30  STR_NAME EAST COAST ROAD  UNIT_NO 6/9  POSTCODE 428751  LIC_NO SE13U91V000  INC_CRC 915404DD609FDB06  FMEL_UPD_D 20190124162920 ,POINT Z (103.902850380057 1.30385030848158 0)
139,kml_140,Attributes LIC_NAME NTUC FAIRPRICE CO-OPERATIVE LTD  BLK_HOUSE 6  STR_NAME POTONG PASIR AVENUE 2  UNIT_NO 1  POSTCODE 358361  LIC_NO SE14441L000  INC_CRC 3D99EC241C2C20EF  FMEL_UPD_D 20190124162920 ,POINT Z (103.867036838441 1.33253590792541 0)
140,kml_141,Attributes LIC_NAME NTUC FAIRPRICE CO-OPERATIVE LTD  BLK_HOUSE 1  STR_NAME STADIUM PLACE  UNIT_NO 29  POSTCODE 397628  LIC_NO SE14467N000  INC_CRC 9A762656DA66BDBE  FMEL_UPD_D 20190124162920 ,POINT Z (103.872750707738 1.30384327849927 0)
141,kml_142,Attributes LIC_NAME NTUC FAIRPRICE CO-OPERATIVE LTD  BLK_HOUSE 3  STR_NAME SIMEI STREET 6  UNIT_NO 1  POSTCODE 528833  LIC_NO SE14775X000  INC_CRC 72D4FFF12CCE16D9  FMEL_UPD_D 20190124162920 ,POINT Z (103.953024500232 1.34270618915228 0)
142,kml_143,Attributes LIC_NAME NTUC FAIRPRICE CO-OPERATIVE LTD  BLK_HOUSE 401  STR_NAME MACPHERSON ROAD  UNIT_NO 22/29  POSTCODE 368125  LIC_NO SE16122V000  INC_CRC 8636C035C8D92C78  FMEL_UPD_D 20190124162920 ,POINT Z (103.879294502591 1.33177055027825 0)
143,kml_144,Attributes LIC_NAME NTUC FAIRPRICE CO-OPERATIVE LTD  BLK_HOUSE 18  STR_NAME TAI SENG STREET  UNIT_NO 13  POSTCODE 539775  LIC_NO SE17082P000  INC_CRC 97B865E2E4C0509D  FMEL_UPD_D 20190124162920 ,POINT Z (103.888762709438 1.33653867658135 0)
144,kml_145,Attributes LIC_NAME NTUC FAIRPRICE CO-OPERATIVE LTD  BLK_HOUSE 10  STR_NAME EUNOS ROAD 8  UNIT_NO 101  POSTCODE 408600  LIC_NO SE17481P000  INC_CRC B03AE698B7AEC878  FMEL_UPD_D 20190124162920 ,POINT Z (103.894731355106 1.31886941200841 0)
145,kml_146,Attributes LIC_NAME JMD RETAIL PTE. LTD.  BLK_HOUSE 330  STR_NAME TANJONG KATONG ROAD  UNIT_NO   POSTCODE 437106  LIC_NO SE18544L000  INC_CRC E466075B010BA0B3  FMEL_UPD_D 20190124162920 ,POINT Z (103.896327021939 1.3041644719774 0)
146,kml_147,Attributes LIC_NAME NTUC FAIRPRICE CO-OPERATIVE LTD  BLK_HOUSE 108  STR_NAME DEPOT ROAD  UNIT_NO 1  POSTCODE 100108  LIC_NO SW04158X000  INC_CRC 53334C1CA869F4BD  FMEL_UPD_D 20190124162920 ,POINT Z (103.8100313205 1.28112227851946 0)
147,kml_148,Attributes LIC_NAME COLD STORAGE SINGAPORE (1983) PTE LTD  BLK_HOUSE 1  STR_NAME HARBOURFRONT WALK  UNIT_NO 23  POSTCODE 98585  LIC_NO SW06590A000  INC_CRC B44F385131EF94AD  FMEL_UPD_D 20190124162920 ,POINT Z (103.821589250415 1.26389581950121 0)
148,kml_149,Attributes LIC_NAME NTUC FAIRPRICE CO-OPERATIVE LTD  BLK_HOUSE 28  STR_NAME DOVER CRESCENT  UNIT_NO 83  POSTCODE 130028  LIC_NO SW07481A000  INC_CRC C2D30D6A61C98791  FMEL_UPD_D 20190124162920 ,POINT Z (103.781697201377 1.30476357340306 0)
149,kml_150,Attributes LIC_NAME NTUC FAIRPRICE CO-OPERATIVE LTD  BLK_HOUSE 140  STR_NAME TECK WHYE LANE  UNIT_NO 351  POSTCODE 680140  LIC_NO SW08821N000  INC_CRC 1012E7DDBD421739  FMEL_UPD_D 20190124162920 ,POINT Z (103.75311841662 1.38003057765068 0)
150,kml_151,Attributes LIC_NAME NTUC FAIRPRICE CO-OPERATIVE LTD  BLK_HOUSE 63  STR_NAME JURONG WEST CENTRAL 3  UNIT_NO   POSTCODE 648331  LIC_NO SW08A59X000  INC_CRC F84D5621D7F59F0F  FMEL_UPD_D 20190124162920 ,POINT Z (103.705351000578 1.33931503939035 0)
151,kml_152,Attributes LIC_NAME NTUC FAIRPRICE CO-OPERATIVE LTD  BLK_HOUSE 21  STR_NAME CHOA CHU KANG NORTH 6  UNIT_NO 1/7  POSTCODE 689578  LIC_NO SW09032C000  INC_CRC D2D1D58DFEF0EDA7  FMEL_UPD_D 20190124162920 ,POINT Z (103.746558069293 1.39730189954737 0)
152,kml_153,Attributes LIC_NAME NTUC FAIRPRICE CO-OPERATIVE LTD  BLK_HOUSE 61  STR_NAME CHOA CHU KANG DRIVE  UNIT_NO 1  POSTCODE 689715  LIC_NO SW09285K000  INC_CRC FDB6807BE8EE6429  FMEL_UPD_D 20190124162920 ,POINT Z (103.747329724589 1.39712885652678 0)
153,kml_154,Attributes LIC_NAME LAMIAH ENTERPRISE PTE. LTD.  BLK_HOUSE 5  STR_NAME TECH PARK CRESCENT  UNIT_NO 2  POSTCODE 638127  LIC_NO SW09752V000  INC_CRC 699B1F39DA240940  FMEL_UPD_D 20190124162920 ,POINT Z (103.630340087983 1.31146784739883 0)
154,kml_155,Attributes LIC_NAME NTUC FAIRPRICE CO-OPERATIVE LTD  BLK_HOUSE 3155  STR_NAME COMMONWEALTH AVENUE WEST  UNIT_NO   POSTCODE 129588  LIC_NO SW10A16E000  INC_CRC 644570985CDF911C  FMEL_UPD_D 20190124162920 ,POINT Z (103.764248204763 1.31485322616185 0)
155,kml_156,Attributes LIC_NAME NTUC FAIRPRICE CO-OPERATIVE LTD  BLK_HOUSE 78A  STR_NAME TELOK BLANGAH STREET 32  UNIT_NO 1  POSTCODE 101078  LIC_NO SW11452C000  INC_CRC B163FC1A7F3CF0FB  FMEL_UPD_D 20190124162920 ,POINT Z (103.808934817338 1.27338252999837 0)
156,kml_157,Attributes LIC_NAME NTUC FAIRPRICE CO-OPERATIVE LTD  BLK_HOUSE 460  STR_NAME ALEXANDRA ROAD  UNIT_NO   POSTCODE 119963  LIC_NO SW11A26P000  INC_CRC 33F754B4DFB6E088  FMEL_UPD_D 20190124162920 ,POINT Z (103.801126955437 1.27367658025919 0)
157,kml_158,Attributes LIC_NAME NTUC FAIRPRICE CO-OPERATIVE LTD  BLK_HOUSE 2  STR_NAME JURONG EAST CENTRAL 1  UNIT_NO 12  POSTCODE 609731  LIC_NO SW12C98J000  INC_CRC D3E25B1CE998209D  FMEL_UPD_D 20190124162920 ,POINT Z (103.740176741625 1.33326818232541 0)
158,kml_159,Attributes LIC_NAME NTUC FAIRPRICE CO-OPERATIVE LTD  BLK_HOUSE 352  STR_NAME CLEMENTI AVENUE 2  UNIT_NO 141  POSTCODE 120352  LIC_NO SW12F58E000  INC_CRC 562A45954C098582  FMEL_UPD_D 20190124162920 ,POINT Z (103.771350566042 1.31427860895568 0)
159,kml_160,Attributes LIC_NAME NTUC FAIRPRICE CO-OPERATIVE LTD  BLK_HOUSE 498  STR_NAME JURONG WEST STREET 41  UNIT_NO   POSTCODE 640498  LIC_NO SW12H20A000  INC_CRC E2CA10A4AA0467CC  FMEL_UPD_D 20190124162920 ,POINT Z (103.72430732776 1.34833334908052 0)
160,kml_161,Attributes LIC_NAME NTUC FAIRPRICE CO-OPERATIVE LTD  BLK_HOUSE 502  STR_NAME WEST COAST DRIVE  UNIT_NO 41  POSTCODE 120502  LIC_NO SW12O05A000  INC_CRC 4455CEE928BD0F3E  FMEL_UPD_D 20190124162920 ,POINT Z (103.759080943921 1.31188596098541 0)
161,kml_162,Attributes LIC_NAME NTUC FAIRPRICE CO-OPERATIVE LTD  BLK_HOUSE 1  STR_NAME LOWER KENT RIDGE ROAD  UNIT_NO 16  POSTCODE 119082  LIC_NO SW13245V000  INC_CRC BE502BB90FDBD6E2  FMEL_UPD_D 20190124162920 ,POINT Z (103.784084020187 1.29277432695785 0)
162,kml_163,Attributes LIC_NAME NTUC FAIRPRICE CO-OPERATIVE LTD  BLK_HOUSE 280  STR_NAME BUKIT BATOK EAST AVENUE 3  UNIT_NO 315  POSTCODE 650280  LIC_NO SW13Q24X000  INC_CRC 32C4A6B5B680E026  FMEL_UPD_D 20190124162920 ,POINT Z (103.757044586256 1.34770147779384 0)
163,kml_164,Attributes LIC_NAME NTUC FAIRPRICE CO-OPERATIVE LTD  BLK_HOUSE 50  STR_NAME JURONG GATEWAY ROAD  UNIT_NO 21/22  POSTCODE 608549  LIC_NO SW13T12J000  INC_CRC 469AAB3D4F6721E5  FMEL_UPD_D 20190124162920 ,POINT Z (103.743170430901 1.33320021671365 0)
164,kml_165,Attributes LIC_NAME NTUC FAIRPRICE CO-OPERATIVE LTD  BLK_HOUSE 2  STR_NAME BUKIT BATOK WEST AVENUE 7  UNIT_NO 10  POSTCODE 659003  LIC_NO SW14633X000  INC_CRC 4075A5C97BF74FD4  FMEL_UPD_D 20190124162920 ,POINT Z (103.746847123122 1.36650698092595 0)
165,kml_166,Attributes LIC_NAME SHINVA AGRO FOODS PTE. LTD.  BLK_HOUSE 11  STR_NAME TECH PARK CRESCENT  UNIT_NO 3  POSTCODE 638121  LIC_NO SW14824J000  INC_CRC D901156F86966DDE  FMEL_UPD_D 20190124162920 ,POINT Z (103.631572325734 1.3110024025961 0)
