,Name,Description,geometry
248,kml_249,Attributes LIC_NAME NTUC FAIRPRICE CO-OPERATIVE LTD  BLK_HOUSE 1  STR_NAME PASIR RIS CLOSE  UNIT_NO 127  POSTCODE 519599  LIC_NO NE08058P000  INC_CRC 2D3F74CA49205874  FMEL_UPD_D 20190124162920 ,POINT Z (103.953599087705 1.37714073427956 0)
249,kml_250,Attributes LIC_NAME NTUC FAIRPRICE CO-OPERATIVE LTD  BLK_HOUSE BLK 277C  STR_NAME COMPASSVALE LINK  UNIT_NO 13  POSTCODE 543277  LIC_NO NE08150C000  INC_CRC 6D3BDFC26E5A4AB2  FMEL_UPD_D 20190124162920 ,POINT Z (103.893607840929 1.38233698021703 0)
250,kml_251,Attributes LIC_NAME COLD STORAGE SINGAPORE (1983) PTE LTD  BLK_HOUSE 10  STR_NAME TAMPINES CENTRAL 1  UNIT_NO 1/2  POSTCODE 529536  LIC_NO NE09027A000  INC_CRC 90D4D9CDDFD52FAA  FMEL_UPD_D 20190124162920 ,POINT Z (103.94501945797 1.35431556438279 0)
251,kml_252,Attributes LIC_NAME NTUC FAIRPRICE CO-OPERATIVE LTD  BLK_HOUSE 100  STR_NAME HOUGANG AVENUE 10  UNIT_NO 1  POSTCODE 538767  LIC_NO NE09263B000  INC_CRC 57E0B3B56BFE85B9  FMEL_UPD_D 20190124162920 ,POINT Z (103.894165384101 1.37177995742086 0)
252,kml_253,Attributes LIC_NAME NTUC FAIRPRICE CO-OPERATIVE LTD  BLK_HOUSE 1  STR_NAME MAJU AVENUE  UNIT_NO 11/14  POSTCODE 556679  LIC_NO NE10310X000  INC_CRC 8ED32C743B83D1CB  FMEL_UPD_D 20190124162920 ,POINT Z (103.865041855148 1.36516070959148 0)
253,kml_254,Attributes LIC_NAME NTUC FAIRPRICE CO-OPERATIVE LTD  BLK_HOUSE 612  STR_NAME PUNGGOL DRIVE  UNIT_NO 6  POSTCODE 820612  LIC_NO NE12B79A000  INC_CRC EDD3F8A190365803  FMEL_UPD_D 20190124162920 ,POINT Z (103.908665607626 1.40461002768949 0)
254,kml_255,Attributes LIC_NAME NTUC FAIRPRICE CO-OPERATIVE LTD  BLK_HOUSE 476  STR_NAME UPPER SERANGOON VIEW  UNIT_NO 18  POSTCODE 530476  LIC_NO NE15467C000  INC_CRC 5D8CF73D82E2D2D3  FMEL_UPD_D 20190124162920 ,POINT Z (103.903712868236 1.3774300635181 0)
255,kml_256,Attributes LIC_NAME NTUC FAIRPRICE CO-OPERATIVE LTD  BLK_HOUSE 51  STR_NAME TAMPINES AVENUE 4  UNIT_NO 1  POSTCODE 528523  LIC_NO NE16640E000  INC_CRC 879B533DDE7D971B  FMEL_UPD_D 20190124162920 ,POINT Z (103.939683594446 1.35349616014431 0)
256,kml_257,Attributes LIC_NAME U STARS SUPERMARKET PTE. LTD.  BLK_HOUSE 878C  STR_NAME TAMPINES AVENUE 8  UNIT_NO 65  POSTCODE 523878  LIC_NO NE17390X000  INC_CRC 7B4637BC59034D55  FMEL_UPD_D 20190124162920 ,POINT Z (103.929363838846 1.3512641069979 0)
257,kml_258,Attributes LIC_NAME NTUC FAIRPRICE CO-OPERATIVE LTD  BLK_HOUSE 872C  STR_NAME TAMPINES STREET 86  UNIT_NO 1  POSTCODE 523872  LIC_NO NE17563L000  INC_CRC 6FAEE68236789B6D  FMEL_UPD_D 20190124162920 ,POINT Z (103.931623638518 1.35524289885319 0)
258,kml_259,Attributes LIC_NAME NTUC FAIRPRICE CO-OPERATIVE LTD  BLK_HOUSE 681  STR_NAME PUNGGOL DRIVE  UNIT_NO 1  POSTCODE 820681  LIC_NO NE18169P000  INC_CRC CFB223ABC56F4731  FMEL_UPD_D 20190124162920 ,POINT Z (103.913195747038 1.40287845138627 0)
259,kml_260,Attributes LIC_NAME NTUC FAIRPRICE CO-OPERATIVE LTD  BLK_HOUSE 900  STR_NAME SOUTH WOODLANDS DRIVE  UNIT_NO 1  POSTCODE 730900  LIC_NO NW04127A000  INC_CRC 6E838EA78CB67267  FMEL_UPD_D 20190124162920 ,POINT Z (103.78661961568 1.43507789397689 0)
260,kml_261,Attributes LIC_NAME NTUC FAIRPRICE CO-OPERATIVE LTD  BLK_HOUSE 511  STR_NAME CANBERRA ROAD  UNIT_NO 3  POSTCODE 750511  LIC_NO NW06546V000  INC_CRC EA43756B63AE5BD2  FMEL_UPD_D 20190124162920 ,POINT Z (103.819543348008 1.45384518800838 0)
261,kml_262,Attributes LIC_NAME NTUC FAIRPRICE CO-OPERATIVE LTD  BLK_HOUSE 355  STR_NAME SEMBAWANG WAY  UNIT_NO 1  POSTCODE 750355  LIC_NO NW07277P000  INC_CRC 871279A45CEE1E93  FMEL_UPD_D 20190124162920 ,POINT Z (103.818641141782 1.44956647612199 0)
262,kml_263,Attributes LIC_NAME NTUC FAIRPRICE CO-OPERATIVE LTD  BLK_HOUSE 36  STR_NAME HOLLAND DRIVE  UNIT_NO 3  POSTCODE 270036  LIC_NO NW08477X000  INC_CRC 4631ECA22376D5D7  FMEL_UPD_D 20190124162920 ,POINT Z (103.79254748678 1.30918211194726 0)
263,kml_264,Attributes LIC_NAME SHENG SIONG SUPERMARKET PTE LTD  BLK_HOUSE 1  STR_NAME WOODLANDS ROAD  UNIT_NO 7  POSTCODE 677899  LIC_NO NW11767E000  INC_CRC 73E590BC99EA9E8D  FMEL_UPD_D 20190124162920 ,POINT Z (103.760041592308 1.38060511575374 0)
264,kml_265,Attributes LIC_NAME NTUC FAIRPRICE CO-OPERATIVE LTD  BLK_HOUSE 570B  STR_NAME WOODLANDS AVENUE 1  UNIT_NO 6  POSTCODE 732570  LIC_NO NW13K05E000  INC_CRC 6DC01E96DE9196E5  FMEL_UPD_D 20190124162920 ,POINT Z (103.790454085829 1.43106395014876 0)
265,kml_266,Attributes LIC_NAME NTUC FAIRPRICE CO-OPERATIVE LTD  BLK_HOUSE 17  STR_NAME PETIR ROAD  UNIT_NO 67  POSTCODE 678278  LIC_NO NW17097K000  INC_CRC 0F6D2805D151B799  FMEL_UPD_D 20190124162920 ,POINT Z (103.762741183479 1.37834971351323 0)
266,kml_267,Attributes LIC_NAME CUTECH GREEN VENTURES PTE. LTD.  BLK_HOUSE 10  STR_NAME WOODLANDS INDUSTRIAL PARK E1  UNIT_NO   POSTCODE 757733  LIC_NO NW17699N000  INC_CRC 5DC9CF3CF21857D9  FMEL_UPD_D 20190124162920 ,POINT Z (103.795682402301 1.45334362223108 0)
267,kml_268,Attributes LIC_NAME NTUC FAIRPRICE CO-OPERATIVE LTD  BLK_HOUSE 1  STR_NAME NORTHPOINT DRIVE  UNIT_NO 103  POSTCODE 768019  LIC_NO NW17872B000  INC_CRC A507A2041C1E0090  FMEL_UPD_D 20190124162920 ,POINT Z (103.836142036927 1.42799995739162 0)
268,kml_269,Attributes LIC_NAME NTUC FAIRPRICE CO-OPERATIVE LTD  BLK_HOUSE 676  STR_NAME WOODLANDS DRIVE 71  UNIT_NO 2  POSTCODE 730676  LIC_NO NW17908L000  INC_CRC 80FFC586D66A480E  FMEL_UPD_D 20190124162920 ,POINT Z (103.800701205041 1.43991607901426 0)
269,kml_270,Attributes LIC_NAME NTUC FAIRPRICE CO-OPERATIVE LTD  BLK_HOUSE 29A  STR_NAME GHIM MOH LINK  UNIT_NO 1  POSTCODE 271029  LIC_NO NW18091N000  INC_CRC CB074CE9A66B40A9  FMEL_UPD_D 20190124162920 ,POINT Z (103.784598109774 1.3084928850612 0)
270,kml_271,Attributes LIC_NAME NTUC FAIRPRICE CO-OPERATIVE LTD  BLK_HOUSE 598  STR_NAME YISHUN RING ROAD  UNIT_NO 1  POSTCODE 768698  LIC_NO NW18192E000  INC_CRC 43A0261E776070BB  FMEL_UPD_D 20190124162920 ,POINT Z (103.841236466066 1.41799925737436 0)
271,kml_272,Attributes LIC_NAME SHENG SIONG SUPERMARKET PTE LTD  BLK_HOUSE 573  STR_NAME WOODLANDS DRIVE 16  UNIT_NO 1  POSTCODE 730573  LIC_NO NW18778K000  INC_CRC 34B968593E51F43C  FMEL_UPD_D 20190124162920 ,POINT Z (103.798507625993 1.43109807068463 0)
272,kml_273,Attributes LIC_NAME NTUC FAIRPRICE CO-OPERATIVE LTD  BLK_HOUSE 510  STR_NAME BISHAN STREET 13  UNIT_NO 520  POSTCODE 570510  LIC_NO S02021B000  INC_CRC D6271526316691C6  FMEL_UPD_D 20190124162920 ,POINT Z (103.849691986415 1.34888843913817 0)
273,kml_274,Attributes LIC_NAME NTUC FAIRPRICE CO-OPERATIVE LTD  BLK_HOUSE 9  STR_NAME BISHAN PLACE  UNIT_NO 20  POSTCODE 579837  LIC_NO S02023V000  INC_CRC FA9FA5ABA05A847E  FMEL_UPD_D 20190124162920 ,POINT Z (103.848477626073 1.35023942729665 0)
274,kml_275,Attributes LIC_NAME NTUC FAIRPRICE CO-OPERATIVE LTD  BLK_HOUSE 90  STR_NAME HOUGANG AVENUE 10  UNIT_NO 7  POSTCODE 538766  LIC_NO S02026N000  INC_CRC 50B8953758D1012C  FMEL_UPD_D 20190124162920 ,POINT Z (103.893661619219 1.37231186456868 0)
275,kml_276,Attributes LIC_NAME NTUC FAIRPRICE CO-OPERATIVE LTD  BLK_HOUSE 682  STR_NAME HOUGANG AVENUE 4  UNIT_NO 310  POSTCODE 530682  LIC_NO S02027L000  INC_CRC 9AF391E828F682EA  FMEL_UPD_D 20190124162920 ,POINT Z (103.88574886332 1.37361830003654 0)
276,kml_277,Attributes LIC_NAME NTUC FAIRPRICE CO-OPERATIVE LTD  BLK_HOUSE 202  STR_NAME HOUGANG STREET 21  UNIT_NO 0  POSTCODE 530202  LIC_NO S02028K000  INC_CRC C2F5E50531DA5597  FMEL_UPD_D 20190124162920 ,POINT Z (103.884038461279 1.35757558065219 0)
277,kml_278,Attributes LIC_NAME NTUC FAIRPRICE CO-OPERATIVE LTD  BLK_HOUSE 1  STR_NAME HOUGANG STREET 91  UNIT_NO 1  POSTCODE 538692  LIC_NO S02029J000  INC_CRC F23F4D1905C24B08  FMEL_UPD_D 20190124162920 ,POINT Z (103.879450260083 1.3756672808109 0)
278,kml_279,Attributes LIC_NAME NTUC FAIRPRICE CO-OPERATIVE LTD  BLK_HOUSE 1  STR_NAME PASIR RIS CENTRAL STREET 3  UNIT_NO 10  POSTCODE 518457  LIC_NO S02034N000  INC_CRC 59D794C1E51C56C4  FMEL_UPD_D 20190124162920 ,POINT Z (103.949715696944 1.37244980890777 0)
279,kml_280,Attributes LIC_NAME NTUC FAIRPRICE CO-OPERATIVE LTD  BLK_HOUSE 4  STR_NAME TAMPINES CENTRAL 5  UNIT_NO 12  POSTCODE 529510  LIC_NO S02039C000  INC_CRC CF4061E3C2BB8F61  FMEL_UPD_D 20190124162920 ,POINT Z (103.944387982831 1.35267232042901 0)
280,kml_281,Attributes LIC_NAME NTUC FAIRPRICE CO-OPERATIVE LTD  BLK_HOUSE 745  STR_NAME BEDOK RESERVOIR ROAD  UNIT_NO 3015  POSTCODE 470745  LIC_NO S02049A000  INC_CRC 06CCD5AEC49398A2  FMEL_UPD_D 20190124162920 ,POINT Z (103.921774737841 1.33740471321143 0)
281,kml_282,Attributes LIC_NAME SONG FISH DEALER PTE LTD  BLK_HOUSE 750  STR_NAME CHAI CHEE ROAD  UNIT_NO 9  POSTCODE 469000  LIC_NO SE16670X000  INC_CRC 939FBC8A6B9FFEE4  FMEL_UPD_D 20171129183653 ,POINT Z (103.922102964585 1.3236517309902 0)
282,kml_283,Attributes LIC_NAME U STARS PTE. LTD.  BLK_HOUSE 507  STR_NAME YISHUN AVENUE 4  UNIT_NO 9  POSTCODE 760507  LIC_NO NW17212X000  INC_CRC 28C4982939CE3342  FMEL_UPD_D 20171129183653 ,POINT Z (103.83983039077 1.41517633772651 0)
283,kml_284,Attributes LIC_NAME SHENG SIONG SUPERMARKET PTE LTD  BLK_HOUSE 88  STR_NAME TANGLIN HALT ROAD  UNIT_NO 10  POSTCODE 141088  LIC_NO CE07783P000  INC_CRC EBA347CA8E4DF407  FMEL_UPD_D 20171129183653 ,POINT Z (103.798021747973 1.30203802909961 0)
284,kml_285,Attributes LIC_NAME L M MEAT PTE. LTD.  BLK_HOUSE 750  STR_NAME CHAI CHEE ROAD  UNIT_NO 10  POSTCODE 469000  LIC_NO SE16607K000  INC_CRC 939FBC8A94020BB3  FMEL_UPD_D 20171129183653 ,POINT Z (103.922102964585 1.3236517309902 0)
285,kml_286,Attributes LIC_NAME SHENG SIONG SUPERMARKET PTE LTD  BLK_HOUSE 258  STR_NAME PASIR RIS STREET 21  UNIT_NO 10  POSTCODE 510258  LIC_NO NE17023N000  INC_CRC D471C18D5C9A605B  FMEL_UPD_D 20171129183653 ,POINT Z (103.964617780128 1.36700053512078 0)
286,kml_287,Attributes LIC_NAME OH BENG GUAN  BLK_HOUSE 395A  STR_NAME BUKIT BATOK WEST AVENUE 5  UNIT_NO 10  POSTCODE 651395  LIC_NO SW06322N000  INC_CRC 3F2FB67F7AEF8F7B  FMEL_UPD_D 20171129183653 ,POINT Z (103.751896006132 1.36393821477866 0)
287,kml_288,Attributes LIC_NAME IROHA INTERNATIONAL PTE. LTD.  BLK_HOUSE 133  STR_NAME NEW BRIDGE ROAD  UNIT_NO 11  POSTCODE 59413  LIC_NO CE17F56J000  INC_CRC FC1B4354AC88A2B3  FMEL_UPD_D 20171129183653 ,POINT Z (103.844697090786 1.28499883856532 0)
288,kml_289,Attributes LIC_NAME COLD STORAGE SINGAPORE (1983) PTE LTD  BLK_HOUSE 316B  STR_NAME ANG MO KIO STREET 31  UNIT_NO 11  POSTCODE 563316  LIC_NO CE05096V000  INC_CRC 4B8C965EBF10F6E4  FMEL_UPD_D 20171129183653 ,POINT Z (103.847677043508 1.36462540011122 0)
289,kml_290,Attributes LIC_NAME COLD STORAGE SINGAPORE (1983) PTE LTD  BLK_HOUSE 1  STR_NAME SELETAR ROAD  UNIT_NO 11  POSTCODE 807011  LIC_NO CE11P32L000  INC_CRC E1D1A8CFFCFF6461  FMEL_UPD_D 20171129183653 ,POINT Z (103.869135979297 1.38739537368097 0)
290,kml_291,Attributes LIC_NAME COLD STORAGE SINGAPORE (1983) PTE LTD  BLK_HOUSE 112  STR_NAME EAST COAST ROAD  UNIT_NO 12  POSTCODE 428802  LIC_NO SE11930L000  INC_CRC 6ADEFEBC99EB995D  FMEL_UPD_D 20171129183653 ,POINT Z (103.905014934935 1.30523472024853 0)
291,kml_292,Attributes LIC_NAME CULINA PTE LTD  BLK_HOUSE 8  STR_NAME DEMPSEY ROAD  UNIT_NO 13  POSTCODE 247696  LIC_NO CE07411A000  INC_CRC 6A804D86ACCD9544  FMEL_UPD_D 20171129183653 ,POINT Z (103.809526142547 1.30417511894087 0)
292,kml_293,Attributes LIC_NAME COLD STORAGE SINGAPORE (1983) PTE LTD  BLK_HOUSE 181  STR_NAME LORONG 4 TOA PAYOH  UNIT_NO 602  POSTCODE 310181  LIC_NO S02057A000  INC_CRC AA62F951DBDE4FDC  FMEL_UPD_D 20171129183653 ,POINT Z (103.8509778648 1.33362232032979 0)
293,kml_294,Attributes LIC_NAME COLD STORAGE SINGAPORE (1983) PTE LTD  BLK_HOUSE 86  STR_NAME REDHILL CLOSE  UNIT_NO 610  POSTCODE 150086  LIC_NO W72014K000  INC_CRC 16BAE9E78C33BF64  FMEL_UPD_D 20171129183653 ,POINT Z (103.818673599932 1.28692006435587 0)
294,kml_295,Attributes LIC_NAME SHENG SIONG SUPERMARKET PTE LTD  BLK_HOUSE 209  STR_NAME NEW UPPER CHANGI ROAD  UNIT_NO 631  POSTCODE 460209  LIC_NO SE04069A000  INC_CRC 7C2679FDD46A03D2  FMEL_UPD_D 20171129183653 ,POINT Z (103.931068836577 1.32463573239521 0)
295,kml_296,Attributes LIC_NAME PRIME SUPERMARKET LIMITED  BLK_HOUSE 678  STR_NAME WOODLANDS AVENUE 6  UNIT_NO 716  POSTCODE 730678  LIC_NO B02027A000  INC_CRC A3E9F52EA20A4AA4  FMEL_UPD_D 20171129183653 ,POINT Z (103.801293114431 1.43998365427584 0)
296,kml_297,Attributes LIC_NAME NG TOH TET  BLK_HOUSE 442  STR_NAME JURONG WEST AVENUE 1  UNIT_NO 756  POSTCODE 640442  LIC_NO J02016P000  INC_CRC 51E44E114D24A291  FMEL_UPD_D 20171129183653 ,POINT Z (103.719496485079 1.35151847178612 0)
297,kml_298,Attributes LIC_NAME HAO MART PTE. LTD.  BLK_HOUSE 120  STR_NAME POTONG PASIR AVENUE 1  UNIT_NO 812  POSTCODE 350120  LIC_NO E85090E000  INC_CRC 44AA20183AB0C771  FMEL_UPD_D 20171129183653 ,POINT Z (103.863387984978 1.33545352733956 0)
298,kml_299,Attributes LIC_NAME CHUA & NG PTE. LTD.  BLK_HOUSE 632  STR_NAME BEDOK RESERVOIR ROAD  UNIT_NO 824  POSTCODE 470632  LIC_NO NE08405X000  INC_CRC F5F55F22EF14EA1C  FMEL_UPD_D 20171129183653 ,POINT Z (103.914145078086 1.33205094619271 0)
299,kml_300,Attributes LIC_NAME LOCH GROCER PTE. LTD.  BLK_HOUSE 503  STR_NAME JURONG WEST AVENUE 1  UNIT_NO 847  POSTCODE 640503  LIC_NO SW09133X000  INC_CRC EEC186165D0A8166  FMEL_UPD_D 20171129183653 ,POINT Z (103.717704811504 1.34995541023414 0)
300,kml_301,Attributes LIC_NAME TANESEI TRADING PTE. LTD.  BLK_HOUSE 1  STR_NAME VISTA EXCHANGE GREEN  UNIT_NO 28  POSTCODE 138617  LIC_NO SW12J94X000  INC_CRC A0FE8279FB2C316D  FMEL_UPD_D 20171129183653 ,POINT Z (103.788214538525 1.30684882667818 0)
301,kml_302,Attributes LIC_NAME ARCHANA SUPERMARKET PTE. LTD.  BLK_HOUSE 1  STR_NAME JALAN PAPAN  UNIT_NO 29  POSTCODE 619392  LIC_NO SW16856V000  INC_CRC 1E09589ACA5444FD  FMEL_UPD_D 20171129183653 ,POINT Z (103.726722841969 1.32048426082957 0)
302,kml_303,Attributes LIC_NAME COLD STORAGE SINGAPORE (1983) PTE LTD  BLK_HOUSE 468B  STR_NAME ADMIRALTY DRIVE  UNIT_NO 29  POSTCODE 752468  LIC_NO NW09437C000  INC_CRC 93284ECF02D2C362  FMEL_UPD_D 20171129183653 ,POINT Z (103.81411090726 1.45000861248809 0)
303,kml_304,Attributes LIC_NAME COLD STORAGE SINGAPORE (1983) PTE LTD  BLK_HOUSE 144  STR_NAME UPPER BUKIT TIMAH ROAD  UNIT_NO 1  POSTCODE 588177  LIC_NO C02048E000  INC_CRC 85C2936DDD270371  FMEL_UPD_D 20171129183653 ,POINT Z (103.776250537642 1.34239284479656 0)
304,kml_305,Attributes LIC_NAME COLD STORAGE SINGAPORE (1983) PTE LTD  BLK_HOUSE 896  STR_NAME DUNEARN ROAD  UNIT_NO 1  POSTCODE 589472  LIC_NO NW15295X000  INC_CRC F6C9A8232851A10E  FMEL_UPD_D 20171129183653 ,POINT Z (103.783709152299 1.33667572858824 0)
305,kml_306,Attributes LIC_NAME ISETAN (SINGAPORE) LIMITED?  BLK_HOUSE 3  STR_NAME GATEWAY DRIVE  UNIT_NO 1  POSTCODE 608532  LIC_NO SW13W88P000  INC_CRC 52762EE4E11C1136  FMEL_UPD_D 20171129183653 ,POINT Z (103.742586015051 1.33402529468935 0)
306,kml_307,Attributes LIC_NAME COLD STORAGE SINGAPORE (1983) PTE LTD  BLK_HOUSE 638  STR_NAME JURONG WEST STREET 61  UNIT_NO 1  POSTCODE 640638  LIC_NO SW05008N000  INC_CRC 9D4B00D78EE6C414  FMEL_UPD_D 20171129183653 ,POINT Z (103.697020082225 1.34159108250934 0)
307,kml_308,Attributes LIC_NAME PRIME SUPERMARKET LIMITED  BLK_HOUSE 763  STR_NAME JURONG WEST STREET 75  UNIT_NO 1  POSTCODE 640763  LIC_NO J94081B000  INC_CRC 42F0880F0319FFF0  FMEL_UPD_D 20171129183653 ,POINT Z (103.698292007732 1.34872643268225 0)
308,kml_309,Attributes LIC_NAME SHENG SIONG SUPERMARKET PTE LTD  BLK_HOUSE 154A  STR_NAME BUKIT BATOK WEST AVENUE 8  UNIT_NO 1  POSTCODE 651154  LIC_NO C02033V000  INC_CRC 34993015030C6436  FMEL_UPD_D 20171129183653 ,POINT Z (103.743698115504 1.34737179952411 0)
309,kml_310,Attributes LIC_NAME COLD STORAGE SINGAPORE (1983) PTE LTD  BLK_HOUSE 1  STR_NAME BUKIT BATOK CENTRAL LINK  UNIT_NO 1  POSTCODE 658713  LIC_NO C02046K000  INC_CRC 3FAA9C0F7EBAE4EB  FMEL_UPD_D 20171129183653 ,POINT Z (103.749021982726 1.3501891589254 0)
310,kml_311,Attributes LIC_NAME TANESEI RETAILING PTE. LTD.  BLK_HOUSE 2  STR_NAME TAMPINES CENTRAL 5  UNIT_NO 6  POSTCODE 529509  LIC_NO NE18406E000  INC_CRC 7B55F502FCBD4F10  FMEL_UPD_D 20180711174048 ,POINT Z (103.943784815991 1.3523611297845 0)
311,kml_312,Attributes LIC_NAME LITTLE FARMS PTE. LTD.  BLK_HOUSE 7  STR_NAME WALLICH STREET  UNIT_NO 6  POSTCODE 78884  LIC_NO CE16M43E000  INC_CRC 5C0DA5EB545D290B  FMEL_UPD_D 20180711174048 ,POINT Z (103.845155396186 1.27672493204774 0)
312,kml_313,Attributes LIC_NAME MAHOTA FOOD PTE. LTD.  BLK_HOUSE 2  STR_NAME TAMPINES CENTRAL 5  UNIT_NO 7  POSTCODE 529509  LIC_NO S02041P000  INC_CRC 7B55F5026E1D850C  FMEL_UPD_D 20180711174048 ,POINT Z (103.943784815991 1.3523611297845 0)
313,kml_314,Attributes LIC_NAME SONG FISH DEALER PTE LTD  BLK_HOUSE 2  STR_NAME TAMPINES CENTRAL 5  UNIT_NO 8  POSTCODE 529509  LIC_NO NE18339P000  INC_CRC 7B55F5021DC385BD  FMEL_UPD_D 20180711174048 ,POINT Z (103.943784815991 1.3523611297845 0)
314,kml_315,Attributes LIC_NAME SHENG SIONG SUPERMARKET PTE LTD  BLK_HOUSE 25  STR_NAME GHIM MOH LINK  UNIT_NO 11  POSTCODE 270025  LIC_NO SW12M64L000  INC_CRC AF844D2DC3D279A9  FMEL_UPD_D 20180711174048 ,POINT Z (103.786049389035 1.30811886968959 0)
315,kml_316,Attributes LIC_NAME SHENG SIONG SUPERMARKET PTE LTD  BLK_HOUSE 2  STR_NAME ANG MO KIO DRIVE  UNIT_NO 12  POSTCODE 567720  LIC_NO CE12J32X000  INC_CRC 0EE1D35E42FAF59A  FMEL_UPD_D 20180711174048 ,POINT Z (103.856411982148 1.3778920308286 0)
316,kml_317,Attributes LIC_NAME ISYMI PTE LTD  BLK_HOUSE 183  STR_NAME JALAN PELIKAT  UNIT_NO 12  POSTCODE 537643  LIC_NO NE18066E000  INC_CRC 13FEA605430E11A7  FMEL_UPD_D 20180711174048 ,POINT Z (103.887857189653 1.35530903339479 0)
317,kml_318,Attributes LIC_NAME THE SEAFOOD MARKET PLACE (BY SONG FISH) PTE. LTD.  BLK_HOUSE 11  STR_NAME TANJONG KATONG ROAD  UNIT_NO 15  POSTCODE 437157  LIC_NO SE18169X000  INC_CRC 5373FE2C2542A82A  FMEL_UPD_D 20180711174048 ,POINT Z (103.894480527876 1.31469214115978 0)
318,kml_319,Attributes LIC_NAME TOH GUAN MINI MART PTE LTD  BLK_HOUSE 19  STR_NAME TOH GUAN ROAD EAST  UNIT_NO 65  POSTCODE 608568  LIC_NO SW06002X000  INC_CRC 7D560DE5FBC479E4  FMEL_UPD_D 20171129183653 ,POINT Z (103.753536116977 1.33832657868868 0)
319,kml_320,Attributes LIC_NAME KADER HASNA MARICAN  BLK_HOUSE 17  STR_NAME KIAN TECK LANE  UNIT_NO 65  POSTCODE 627851  LIC_NO J03027B000  INC_CRC 48D694F77BDDF3B8  FMEL_UPD_D 20171129183653 ,POINT Z (103.695248113879 1.33314577537318 0)
320,kml_321,"Attributes LIC_NAME TANG KER AN, TIMOTHY  BLK_HOUSE 18  STR_NAME BEDOK SOUTH ROAD  UNIT_NO 67  POSTCODE 460018  LIC_NO SE17401C000  INC_CRC 8F06CB553CAC00B7  FMEL_UPD_D 20171129183653 ",POINT Z (103.934734229515 1.3206250589085 0)
321,kml_322,Attributes LIC_NAME COLD STORAGE SINGAPORE (1983) PTE LTD  BLK_HOUSE 256  STR_NAME BANGKIT ROAD  UNIT_NO 69  POSTCODE 670256  LIC_NO B02060V000  INC_CRC 5FA77C2D92DF2C69  FMEL_UPD_D 20171129183653 ,POINT Z (103.772937487064 1.37904775569569 0)
322,kml_323,Attributes LIC_NAME MM SUNDRY SHOP PTE.LTD.  BLK_HOUSE 27  STR_NAME WOODLANDS SECTOR 1  UNIT_NO 70  POSTCODE 738252  LIC_NO NW07726J000  INC_CRC 0C9F58A0D266482F  FMEL_UPD_D 20171129183653 ,POINT Z (103.804476738376 1.45464654784747 0)
323,kml_324,Attributes LIC_NAME AL MARCHE PTE LTD  BLK_HOUSE 2  STR_NAME MARINA BOULEVARD  UNIT_NO 5  POSTCODE 18987  LIC_NO CE09874X000  INC_CRC 0B5E8C0719CDF4FB  FMEL_UPD_D 20171129183653 ,POINT Z (103.852658565645 1.28076944309971 0)
324,kml_325,Attributes LIC_NAME COLD STORAGE SINGAPORE (1983) PTE LTD  BLK_HOUSE 1  STR_NAME FIFTH AVENUE  UNIT_NO 5  POSTCODE 268802  LIC_NO C02024A000  INC_CRC A367F6F11F9F5E4F  FMEL_UPD_D 20171129183653 ,POINT Z (103.795692359115 1.33081740177866 0)
325,kml_326,Attributes LIC_NAME COLD STORAGE SINGAPORE (1983) PTE LTD  BLK_HOUSE 211  STR_NAME HOLLAND AVENUE  UNIT_NO 5  POSTCODE 278967  LIC_NO W02066L000  INC_CRC 41A9A338E183E6E0  FMEL_UPD_D 20171129183653 ,POINT Z (103.795350440968 1.31025542171459 0)
326,kml_327,Attributes LIC_NAME THE ALASKA GUYS PTE. LTD.  BLK_HOUSE 201  STR_NAME TELOK KURAU ROAD  UNIT_NO 5  POSTCODE 423910  LIC_NO SE12D97J000  INC_CRC 242BE46EFDCB9A13  FMEL_UPD_D 20171129183653 ,POINT Z (103.911185988113 1.31212247677014 0)
327,kml_328,Attributes LIC_NAME COLD STORAGE SINGAPORE (1983) PTE LTD  BLK_HOUSE 70  STR_NAME WOODLANDS AVENUE 7  UNIT_NO 5  POSTCODE 738344  LIC_NO NW08020K000  INC_CRC 01A592466FEE8456  FMEL_UPD_D 20171129183653 ,POINT Z (103.800977588529 1.44053814947729 0)
328,kml_329,Attributes LIC_NAME SONG FISH DEALER PTE LTD  BLK_HOUSE 930  STR_NAME YISHUN AVENUE 2  UNIT_NO 5  POSTCODE 769098  LIC_NO NW17310P000  INC_CRC CABE56048480C346  FMEL_UPD_D 20171129183653 ,POINT Z (103.835776497586 1.42969848150358 0)
329,kml_330,Attributes LIC_NAME SHENG SIONG SUPERMARKET PTE LTD  BLK_HOUSE 547  STR_NAME SEGAR ROAD  UNIT_NO 6  POSTCODE 670547  LIC_NO NW15186C000  INC_CRC FFADBE6EC613A39A  FMEL_UPD_D 20171129183653 ,POINT Z (103.769575387874 1.3882402152635 0)
330,kml_331,Attributes LIC_NAME SHENG SIONG SUPERMARKET PTE LTD  BLK_HOUSE 473  STR_NAME FERNVALE STREET  UNIT_NO 6  POSTCODE 790473  LIC_NO CE16913J000  INC_CRC D928E5F65E28DEF6  FMEL_UPD_D 20171129183653 ,POINT Z (103.881698809438 1.39779874004409 0)
